EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fightURL,fighter1Url,fighter2Url
UFC 286: Edwards vs. Usman 3 ,Justin Gaethje  vs. Rafael Fiziev ,W/L,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Collett 28 - 29.Clemens Werner 28 - 29.Paul Sutherland 28 - 28.,http://ufcstats.com/fight-details/90a83875e1d11238,http://ufcstats.com/fight-details/90a83875e1d11238,http://ufcstats.com/fighter-details/9e8f6c728eb01124,http://ufcstats.com/fighter-details/c814b4c899793af6
UFC 286: Edwards vs. Usman 3 ,Gunnar Nelson  vs. Bryan Barberena ,W/L,Welterweight Bout,Submission ,1,4:51,3 Rnd (5-5-5),Rich Mitchell,Armbar From Mount ,http://ufcstats.com/fight-details/019b4d006800504b,http://ufcstats.com/fight-details/019b4d006800504b,http://ufcstats.com/fighter-details/fd55393021a8c255,http://ufcstats.com/fighter-details/a331233f597090a5
UFC 286: Edwards vs. Usman 3 ,Jennifer Maia  vs. Casey O'Neill ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Vito Paolillo 27 - 30.Chris Lee 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/dd9cbf6d6284de26,http://ufcstats.com/fight-details/dd9cbf6d6284de26,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,http://ufcstats.com/fighter-details/04835018f90b118c
UFC 286: Edwards vs. Usman 3 ,Marvin Vettori  vs. Roman Dolidze ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29.David Lethaby 28 - 29.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/5e9c027fb24efc2b,http://ufcstats.com/fight-details/5e9c027fb24efc2b,http://ufcstats.com/fighter-details/7acbb0972e75281a,http://ufcstats.com/fighter-details/327d5f279895110d
UFC 286: Edwards vs. Usman 3 ,Jack Shore  vs. Makwan Amirkhani ,W/L,Featherweight Bout,Submission ,2,4:27,3 Rnd (5-5-5),Rich Mitchell,Rear Naked Choke ,http://ufcstats.com/fight-details/13f5be7a2ea5577e,http://ufcstats.com/fight-details/13f5be7a2ea5577e,http://ufcstats.com/fighter-details/b8a85389d115e35a,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
UFC 286: Edwards vs. Usman 3 ,Chris Duncan  vs. Omar Morales ,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Paul Sutherland 30 - 27.Ben Cartlidge 28 - 29.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/cdaf65287d9a0ecb,http://ufcstats.com/fight-details/cdaf65287d9a0ecb,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,http://ufcstats.com/fighter-details/a0e6753c42698f13
UFC 286: Edwards vs. Usman 3 ,Sam Patterson  vs. Yanal Ashmouz ,L/W,Lightweight Bout,KO/TKO ,1,1:15,3 Rnd (5-5-5),Marc Goddard,Punches to Head From Mount ,http://ufcstats.com/fight-details/9f8cf5ac0807d64e,http://ufcstats.com/fight-details/9f8cf5ac0807d64e,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,http://ufcstats.com/fighter-details/c739c2995a275314
UFC 286: Edwards vs. Usman 3 ,Muhammad Mokaev  vs. Jafel Filho ,W/L,Flyweight Bout,Submission ,3,4:32,3 Rnd (5-5-5),Herb Dean,Neck Crank From Back Control ,http://ufcstats.com/fight-details/f40ac11da3bd7f8e,http://ufcstats.com/fight-details/f40ac11da3bd7f8e,http://ufcstats.com/fighter-details/75353550928a7921,http://ufcstats.com/fighter-details/65adf3856c4d9256
UFC 286: Edwards vs. Usman 3 ,Lerone Murphy  vs. Gabriel Santos ,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Vito Paolillo 28 - 29.Mark Collett 29 - 28.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/533984c3ff4b4858,http://ufcstats.com/fight-details/533984c3ff4b4858,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,http://ufcstats.com/fighter-details/f2f140ce7532e327
UFC 286: Edwards vs. Usman 3 ,Christian Duncan  vs. Dusko Todorovic ,W/L,Middleweight Bout,KO/TKO ,1,1:52,3 Rnd (5-5-5),Lukasz Bosacki,to ,http://ufcstats.com/fight-details/38094db8e3539cba,http://ufcstats.com/fight-details/38094db8e3539cba,http://ufcstats.com/fighter-details/a93f94c923c3a9cb,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
UFC 286: Edwards vs. Usman 3 ,Jake Hadley  vs. Malcolm Gordon ,W/L,Flyweight Bout,KO/TKO ,1,1:01,3 Rnd (5-5-5),Marc Goddard,Punch to Body At Distance ,http://ufcstats.com/fight-details/6068385c48de6801,http://ufcstats.com/fight-details/6068385c48de6801,http://ufcstats.com/fighter-details/60a42bf82447c919,http://ufcstats.com/fighter-details/dee294e9717012c2
UFC 286: Edwards vs. Usman 3 ,Joanne Wood  vs. Luana Carolina ,W/L,Women's Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,David Lethaby 27 - 30.Vito Paolillo 29 - 28.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/8a3e7085e8e5a6e9,http://ufcstats.com/fight-details/8a3e7085e8e5a6e9,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,http://ufcstats.com/fighter-details/528b071cf3da7c56
UFC 286: Edwards vs. Usman 3 ,Jai Herbert  vs. Ludovit Klein ,D/D,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,David Lethaby 27 - 29.Clemens Werner 28 - 28.Mark Collett 28 - 28.,http://ufcstats.com/fight-details/938c2c71b84e56ff,http://ufcstats.com/fight-details/938c2c71b84e56ff,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,http://ufcstats.com/fighter-details/5b86d491d63890c5
UFC 286: Edwards vs. Usman 3 ,Juliana Miller  vs. Veronica Hardy ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Chris Lee 27 - 30.Vito Paolillo 27 - 30.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/53d6d5ad08ac0694,http://ufcstats.com/fight-details/53d6d5ad08ac0694,http://ufcstats.com/fighter-details/aa0c573da7119292,http://ufcstats.com/fighter-details/4798e823ada58fe9
UFC Fight Night: Yan vs. Dvalishvili ,Petr Yan  vs. Merab Dvalishvili ,L/W,Bantamweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 45 - 50.Sal D'amato 45 - 50.Junichiro Kamijo 45 - 50.,http://ufcstats.com/fight-details/0ccd2593c88209e4,http://ufcstats.com/fight-details/0ccd2593c88209e4,http://ufcstats.com/fighter-details/d661ce4da776fc20,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
UFC Fight Night: Yan vs. Dvalishvili ,Alexander Volkov  vs. Alexandr Romanov ,W/L,Heavyweight Bout,KO/TKO ,1,2:16,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground ,http://ufcstats.com/fight-details/3b561a154aa2bbb2,http://ufcstats.com/fight-details/3b561a154aa2bbb2,http://ufcstats.com/fighter-details/279566840aa55bf2,http://ufcstats.com/fighter-details/c0badf3243907e59
UFC Fight Night: Yan vs. Dvalishvili ,Nikita Krylov  vs. Ryan Spann ,W/L,Catch Weight Bout,Submission ,1,3:38,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/d6945828f5fa7492,http://ufcstats.com/fight-details/d6945828f5fa7492,http://ufcstats.com/fighter-details/1091d4d957141094,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
UFC Fight Night: Yan vs. Dvalishvili ,Said Nurmagomedov  vs. Jonathan Martinez ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/b9539d5e379b3edc,http://ufcstats.com/fight-details/b9539d5e379b3edc,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,http://ufcstats.com/fighter-details/f2477cf43c4975cc
UFC Fight Night: Yan vs. Dvalishvili ,Mario Bautista  vs. Guido Cannetti ,W/L,Bantamweight Bout,Submission ,1,3:18,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/2c58a97f2fe6c985,http://ufcstats.com/fight-details/2c58a97f2fe6c985,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,http://ufcstats.com/fighter-details/d05412b513b19621
UFC Fight Night: Yan vs. Dvalishvili ,Vitor Petrino  vs. Anton Turkalj ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Bryan Miner 26 - 30.Eric Colon 27 - 30.Jacob Montalvo 27 - 30.,http://ufcstats.com/fight-details/8d5b88e0ff253617,http://ufcstats.com/fight-details/8d5b88e0ff253617,http://ufcstats.com/fighter-details/71171fc96445bf65,http://ufcstats.com/fighter-details/82529ce93cd9a2cf
UFC Fight Night: Yan vs. Dvalishvili ,Karl Williams  vs. Lukasz Brzeski ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 26 - 30.Sal D'amato 26 - 30.Mike Bell 27 - 30.,http://ufcstats.com/fight-details/e9c6bac0d1a5ec0f,http://ufcstats.com/fight-details/e9c6bac0d1a5ec0f,http://ufcstats.com/fighter-details/d35f734c56a89103,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
UFC Fight Night: Yan vs. Dvalishvili ,Raphael Assuncao  vs. Davey Grant ,L/W,Bantamweight Bout,Submission ,3,4:43,3 Rnd (5-5-5),Keith Peterson,Inverted Triangle From Bottom Side Control ,http://ufcstats.com/fight-details/804c350ce714770f,http://ufcstats.com/fight-details/804c350ce714770f,http://ufcstats.com/fighter-details/2f13e4020cea5b38,http://ufcstats.com/fighter-details/113df4fde64735c6
UFC Fight Night: Yan vs. Dvalishvili ,Sedriques Dumas  vs. Josh Fremd ,L/W,Middleweight Bout,Submission ,2,3:00,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke From Half Guard ,http://ufcstats.com/fight-details/3cf3771274a4f8b1,http://ufcstats.com/fight-details/3cf3771274a4f8b1,http://ufcstats.com/fighter-details/4e6738062d469256,http://ufcstats.com/fighter-details/ca43de99b07b6b40
UFC Fight Night: Yan vs. Dvalishvili ,Victor Henry  vs. Tony Gravely ,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 27 - 30.Sal D'amato 28 - 29.Rick Winter 29 - 28.,http://ufcstats.com/fight-details/c4e4954beb59eca6,http://ufcstats.com/fight-details/c4e4954beb59eca6,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,http://ufcstats.com/fighter-details/601964f9654f911a
UFC Fight Night: Yan vs. Dvalishvili ,Ariane Lipski  vs. JJ Aldrich ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/8e5ce3308c0e2046,http://ufcstats.com/fight-details/8e5ce3308c0e2046,http://ufcstats.com/fighter-details/6551c64fbcd1a467,http://ufcstats.com/fighter-details/6fd953151d981979
UFC Fight Night: Yan vs. Dvalishvili ,Tyson Nam  vs. Bruno Silva ,L/W,Flyweight Bout,Submission ,2,1:23,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/c3af2b6ab1262fef,http://ufcstats.com/fight-details/c3af2b6ab1262fef,http://ufcstats.com/fighter-details/6e00cfffd54653c4,http://ufcstats.com/fighter-details/294aa73dbf37d281
UFC Fight Night: Yan vs. Dvalishvili ,Carlston Harris  vs. Jared Gooden ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 27 - 30.Junichiro Kamijo 27 - 30.Bryan Miner 27 - 30.,http://ufcstats.com/fight-details/ccb5e29cd0347110,http://ufcstats.com/fight-details/ccb5e29cd0347110,http://ufcstats.com/fighter-details/a53d30163304aa6e,http://ufcstats.com/fighter-details/c730a0be691dc081
UFC 285: Jones vs. Gane ,Jon Jones  vs. Ciryl Gane ,W/L,UFC Heavyweight Title Bout,Submission ,1,2:04,5 Rnd (5-5-5-5-5),Marc Goddard,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/636fd144716a3084,http://ufcstats.com/fight-details/636fd144716a3084,http://ufcstats.com/fighter-details/07f72a2a7591b409,http://ufcstats.com/fighter-details/787bb1f087ccff8a
UFC 285: Jones vs. Gane ,Valentina Shevchenko  vs. Alexa Grasso ,L/W,UFC Women's Flyweight Title Bout,Submission ,4,4:34,5 Rnd (5-5-5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/a69afe4a88c0ca12,http://ufcstats.com/fight-details/a69afe4a88c0ca12,http://ufcstats.com/fighter-details/132deb59abae64b1,http://ufcstats.com/fighter-details/e8b731feff72294b
UFC 285: Jones vs. Gane ,Geoff Neal  vs. Shavkat Rakhmonov ,L/W,Welterweight Bout,Submission ,3,4:17,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/22fc6b3f4e48cfa3,http://ufcstats.com/fight-details/22fc6b3f4e48cfa3,http://ufcstats.com/fighter-details/b997be68943010fc,http://ufcstats.com/fighter-details/01afe0916a40c7c5
UFC 285: Jones vs. Gane ,Mateusz Gamrot  vs. Jalin Turner ,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29.David Lethaby 29 - 28.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/d6d034e98ce85246,http://ufcstats.com/fight-details/d6d034e98ce85246,http://ufcstats.com/fighter-details/72db2a14ffa73ece,http://ufcstats.com/fighter-details/4d8fa64202cee4c1
UFC 285: Jones vs. Gane ,Bo Nickal  vs. Jamie Pickett ,W/L,Middleweight Bout,Submission ,1,2:54,3 Rnd (5-5-5),Keith Peterson,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/2b9daf452ab40b9b,http://ufcstats.com/fight-details/2b9daf452ab40b9b,http://ufcstats.com/fighter-details/35673bf5204524ee,http://ufcstats.com/fighter-details/830f60497fab345a
UFC 285: Jones vs. Gane ,Cody Garbrandt  vs. Trevin Jones ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Derek Cleary 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/ec490d4224d3bc78,http://ufcstats.com/fight-details/ec490d4224d3bc78,http://ufcstats.com/fighter-details/d8c7c61b176e3994,http://ufcstats.com/fighter-details/ec23c1be628d8057
UFC 285: Jones vs. Gane ,Derek Brunson  vs. Dricus Du Plessis ,L/W,Middleweight Bout,KO/TKO ,2,4:59,3 Rnd (5-5-5),Herb Dean,Punches to Head From GuardCorner Stoppage,http://ufcstats.com/fight-details/c2fc4c1e0c769655,http://ufcstats.com/fight-details/c2fc4c1e0c769655,http://ufcstats.com/fighter-details/b1a3e0aca758b322,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
UFC 285: Jones vs. Gane ,Viviane Araujo  vs. Amanda Ribas ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 26 - 30.Ron McCarthy 27 - 30.Mike Bell 27 - 29.,http://ufcstats.com/fight-details/009feda296ae589c,http://ufcstats.com/fight-details/009feda296ae589c,http://ufcstats.com/fighter-details/36541f1e6c5d4955,http://ufcstats.com/fighter-details/beecb672a279223e
UFC 285: Jones vs. Gane ,Julian Marquez  vs. Marc-Andre Barriault ,L/W,Middleweight Bout,KO/TKO ,2,4:12,3 Rnd (5-5-5),Mark Smith,Punches to Head In Clinch ,http://ufcstats.com/fight-details/c29e2c49e1e417c8,http://ufcstats.com/fight-details/c29e2c49e1e417c8,http://ufcstats.com/fighter-details/d0e1b42d41dab603,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
UFC 285: Jones vs. Gane ,Ian Garry  vs. Song Kenan ,W/L,Welterweight Bout,KO/TKO ,3,4:22,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/ed9f8f702585ed44,http://ufcstats.com/fight-details/ed9f8f702585ed44,http://ufcstats.com/fighter-details/442c9011034ae1fd,http://ufcstats.com/fighter-details/32490e80ddab1e5a
UFC 285: Jones vs. Gane ,Mana Martinez  vs. Cameron Saaiman ,L/W,Bantamweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 26 - 29.Chris Lee 27 - 28.Sal D'amato 28 - 28.,http://ufcstats.com/fight-details/0eb16f1307f66a11,http://ufcstats.com/fight-details/0eb16f1307f66a11,http://ufcstats.com/fighter-details/c0386644627a7ee5,http://ufcstats.com/fighter-details/3c8a5200436e19f3
UFC 285: Jones vs. Gane ,Jessica Penne  vs. Tabatha Ricci ,L/W,Women's Strawweight Bout,Submission ,2,2:14,3 Rnd (5-5-5),Jason Herzog,Armbar From Side Control ,http://ufcstats.com/fight-details/c3b9b97467f828d1,http://ufcstats.com/fight-details/c3b9b97467f828d1,http://ufcstats.com/fighter-details/c742287ed86a09bc,http://ufcstats.com/fighter-details/d25240135aee03e5
UFC 285: Jones vs. Gane ,Da'Mon Blackshear  vs. Farid Basharat ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29.David Lethaby 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/cd20dac4daa4f93a,http://ufcstats.com/fight-details/cd20dac4daa4f93a,http://ufcstats.com/fighter-details/da22387a0407a2dc,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
UFC 285: Jones vs. Gane ,Esteban Ribovics  vs. Loik Radzhabov ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 28 - 29.Ben Cartlidge 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/ee2354d638c078fd,http://ufcstats.com/fight-details/ee2354d638c078fd,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,http://ufcstats.com/fighter-details/8c169fbe1ac33637
UFC Fight Night: Muniz vs. Allen ,Andre Muniz  vs. Brendan Allen ,L/W,Middleweight Bout,Submission ,3,4:25,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/2ba11e0bf32829d6,http://ufcstats.com/fight-details/2ba11e0bf32829d6,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,http://ufcstats.com/fighter-details/2f181c0467965b98
UFC Fight Night: Muniz vs. Allen ,Augusto Sakai  vs. Don'Tale Mayes ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Junichiro Kamijo 27 - 30.David Lethaby 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/d6357dab7ccdf2db,http://ufcstats.com/fight-details/d6357dab7ccdf2db,http://ufcstats.com/fighter-details/441eacbe20e0e80b,http://ufcstats.com/fighter-details/1a9480fc288e55d7
UFC Fight Night: Muniz vs. Allen ,Tatiana Suarez  vs. Montana De La Rosa ,W/L,Women's Flyweight Bout,Submission ,2,2:51,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/5737084215c45792,http://ufcstats.com/fight-details/5737084215c45792,http://ufcstats.com/fighter-details/b08012bbe542592a,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
UFC Fight Night: Muniz vs. Allen ,Mike Malott  vs. Yohan Lainesse ,W/L,Welterweight Bout,Submission ,1,4:15,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/00a94d5fc7ce55cf,http://ufcstats.com/fight-details/00a94d5fc7ce55cf,http://ufcstats.com/fighter-details/dd6103dd7127db1d,http://ufcstats.com/fighter-details/f998f5c102250d6e
UFC Fight Night: Muniz vs. Allen ,Erick Gonzalez  vs. Trevor Peek ,L/W,Lightweight Bout,KO/TKO ,1,4:59,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance ,http://ufcstats.com/fight-details/83fa3a382acc7bdc,http://ufcstats.com/fight-details/83fa3a382acc7bdc,http://ufcstats.com/fighter-details/a2ccf35a88346a91,http://ufcstats.com/fighter-details/0bc697c5936a2d0a
UFC Fight Night: Muniz vs. Allen ,Jasmine Jasudavicius  vs. Gabriella Fernandes ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Chris Lee 26 - 30.David Lethaby 26 - 30.Ron McCarthy 26 - 30.,http://ufcstats.com/fight-details/faac24c1b3d6368a,http://ufcstats.com/fight-details/faac24c1b3d6368a,http://ufcstats.com/fighter-details/a9e260472d321361,http://ufcstats.com/fighter-details/a6eb54ae17a551be
UFC Fight Night: Muniz vs. Allen ,Jordan Leavitt  vs. Victor Martinez ,W/L,Lightweight Bout,KO/TKO ,1,2:27,3 Rnd (5-5-5),Jason Herzog,Knees to Head In Clinch ,http://ufcstats.com/fight-details/a7f66f13f953352f,http://ufcstats.com/fight-details/a7f66f13f953352f,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,http://ufcstats.com/fighter-details/3e708ce33b6b18e6
UFC Fight Night: Muniz vs. Allen ,Ode Osbourne  vs. Charles Johnson ,W/L,Catch Weight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Chris Lee 28 - 29.Junichiro Kamijo 29 - 28.Anthony Maness 28 - 29.,http://ufcstats.com/fight-details/63670e1b8f164d4a,http://ufcstats.com/fight-details/63670e1b8f164d4a,http://ufcstats.com/fighter-details/6d68c1afe954f121,http://ufcstats.com/fighter-details/814e5233e2acf2ee
UFC Fight Night: Muniz vs. Allen ,Joe Solecki  vs. Carl Deaton ,W/L,Lightweight Bout,Submission ,2,4:55,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/12d9b4a3931be5ec,http://ufcstats.com/fight-details/12d9b4a3931be5ec,http://ufcstats.com/fighter-details/af65aa688d13eedf,http://ufcstats.com/fighter-details/914a897455693650
UFC Fight Night: Muniz vs. Allen ,Rafael Alves  vs. Nurullo Aliev ,L/W,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 27 - 29.Junichiro Kamijo 27 - 29.Ron McCarthy 28 - 28.,http://ufcstats.com/fight-details/02615499125b4b5d,http://ufcstats.com/fight-details/02615499125b4b5d,http://ufcstats.com/fighter-details/029afd138865d20a,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9
UFC Fight Night: Andrade vs. Blanchfield ,Jessica Andrade  vs. Erin Blanchfield ,L/W,Women's Flyweight Bout,Submission ,2,1:37,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/dcc3da324eb5f26c,http://ufcstats.com/fight-details/dcc3da324eb5f26c,http://ufcstats.com/fighter-details/6a1901c62ab3870f,http://ufcstats.com/fighter-details/669970f7feba8ecd
UFC Fight Night: Andrade vs. Blanchfield ,Jordan Wright  vs. Zac Pauga ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 27 - 30.Sal D'amato 27 - 30.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/3f837b469ba33c7c,http://ufcstats.com/fight-details/3f837b469ba33c7c,http://ufcstats.com/fighter-details/c878270af633eb11,http://ufcstats.com/fighter-details/56f7d7ee06be4aab
UFC Fight Night: Andrade vs. Blanchfield ,Josh Parisian  vs. Jamal Pogues ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Junichiro Kamijo 27 - 30.Tony Weeks 27 - 30.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/3e90b7fd1e9f86bd,http://ufcstats.com/fight-details/3e90b7fd1e9f86bd,http://ufcstats.com/fighter-details/b5da8f7d05e85a55,http://ufcstats.com/fighter-details/f41b9f5efc7162d6
UFC Fight Night: Andrade vs. Blanchfield ,William Knight  vs. Marcin Prachnio ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/dc6f69f923744948,http://ufcstats.com/fight-details/dc6f69f923744948,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95,http://ufcstats.com/fighter-details/6370c1c1e12723d5
